year,price,,,
"Nov
2020",52.89,CLT,BWI,361
"Nov
2020",54.68,CLT,BWI,361
"Nov
2020",68.68,CLT,BWI,361
"Dec
2020",54.68,CLT,BWI,361
"Dec
2020",88.68,CLT,BWI,361
"Jan
2021",38.92,CLT,BWI,361
"Jan
2021",68.68,CLT,BWI,361
"Feb
2021",54.68,CLT,BWI,361
"Feb
2021",89.58,CLT,BWI,361
"Feb
2021",123.16,CLT,BWI,361
"Mar
2021",43.3,CLT,BWI,361
"Apr
2021",152.48,CLT,BWI,361
"Apr
2021",57.09,CLT,BWI,361
"Apr
2021",43.3,CLT,BWI,361
"May
2021",230.24,CLT,BWI,361
"May
2021",171.87,CLT,BWI,361
"Jun
2021",186.06,CLT,BWI,361
"Jun
2021",277.86,CLT,BWI,361
"Jul
2021",171.96,CLT,BWI,361
"Jul
2021",298.86,CLT,BWI,361
"Jul
2021",192.94,CLT,BWI,361
"Aug
2021",108.88,CLT,BWI,361
"Aug
2021",95.99,CLT,BWI,361
"Sep
2021",82.97,CLT,BWI,361
year,price,,,
"Sep
2009",268.39,CLT,DAL,926
year,price,,,
"Nov
2020",381.7,CLT,DCA,331
"Dec
2020",331.7,CLT,DCA,331
"Dec
2020",331.7,CLT,DCA,331
year,price,,,
"Nov
2020",93.7,CLT,DEN,1337
"Dec
2020",142.78,CLT,DEN,1337
"Dec
2020",253.72,CLT,DEN,1337
"Dec
2020",235.7,CLT,DEN,1337
"Jan
2021",68.7,CLT,DEN,1337
"Feb
2021",68.7,CLT,DEN,1337
"Feb
2021",107.66,CLT,DEN,1337
"Apr
2021",59.29,CLT,DEN,1337
"Apr
2021",99.89,CLT,DEN,1337
